event_type,latitude,longitude,event_cause,requires_road_closure,veh_type,corridor,priority,police_station,hour,day_of_week,month
1,12.9735163,77.5797975,14,0,1,11,0,47,21,2,2
1,13.0288936,77.5401833,14,0,7,19,1,53,23,2,2
1,12.9234922,77.61877,14,0,9,7,1,33,0,3,2
1,12.9560396,77.6211669,6,0,5,11,0,1,1,3,2
0,13.0304134,77.5372098,4,1,5,19,1,53,0,3,2
1,13.0413786,77.621576,3,0,5,6,1,19,0,3,2
1,12.9671821,77.5944014,14,1,1,10,1,17,19,2,2
1,13.0773066,77.4310221,14,0,2,11,0,38,20,2,2
1,12.9700189,77.587367,14,0,1,10,1,17,2,3,2
1,12.9700189,77.587367,14,0,1,10,1,17,2,3,2
1,12.9662158,77.6066903,14,0,1,10,1,1,3,3,2
1,12.9616217,77.5605746,14,0,1,10,1,7,23,2,2
1,12.8906153,77.598287,14,0,7,1,1,37,2,3,2
1,13.0755,77.4322525,14,0,2,11,0,38,2,3,2
1,12.9672067,77.5942167,14,0,1,10,1,17,23,2,2
1,12.8387034,77.677288,14,1,9,11,0,13,3,3,2
1,12.9895692,77.5929043,14,0,2,11,0,20,2,3,2
1,13.0425383,77.5875,14,0,6,2,1,32,2,3,2
1,12.9669716,77.5878694,6,1,5,10,1,17,5,3,2
1,12.9670049,77.5880678,14,0,1,10,1,17,5,3,2
1,12.9873679,77.5880617,14,0,2,2,1,20,4,3,2
1,13.1405683,77.6175583,14,0,5,3,1,9,5,3,2
1,12.9661525,77.606514,14,0,1,10,1,1,5,3,2
1,13.0429419,77.5510705,14,0,4,15,1,23,4,3,2
1,13.042595,77.5500417,14,0,2,15,1,23,2,3,2
1,12.9743893,77.578041,14,0,1,11,0,47,2,3,2
0,13.0208989,77.5283508,4,1,5,11,0,42,5,3,2
1,12.9715774,77.58688,14,1,2,11,0,17,6,3,2
1,13.0324115,77.5408009,14,0,9,15,1,53,6,3,2
1,12.9698083,77.5870921,14,1,2,10,1,17,6,3,2
1,12.9899532,77.5027422,14,0,5,9,1,30,6,3,2
0,12.90516945,77.4710541,15,1,5,10,1,31,22,3,3
1,13.0816411,77.548486,14,0,4,11,0,52,7,3,2
1,12.8806254,77.5963183,7,0,5,1,1,21,22,0,12
1,12.9982874,77.584033,14,0,4,2,1,43,7,3,2
1,13.0187546,77.5575815,14,0,1,19,1,53,7,3,2
1,13.0391447,77.5200292,14,0,4,19,1,39,7,3,2
1,12.8893226,77.5978201,7,0,5,1,1,21,22,0,12
1,13.0065301,77.6875972,14,0,5,11,0,28,5,3,2
1,12.9899396,77.5027743,14,0,9,9,1,30,5,3,2
0,12.88032054,77.49681914,15,1,5,11,0,46,22,3,3
1,12.9892555,77.5008041,8,0,5,9,1,30,8,3,2
1,13.1824777,77.6396999,14,0,9,3,1,9,6,3,2
1,12.938803,77.7474107,3,0,5,11,0,50,22,3,3
1,12.9832629,77.5970564,14,0,7,5,1,11,8,3,2
1,12.8800628,77.5956054,14,0,2,1,1,22,8,3,2
1,12.8800913,77.595619,14,0,2,1,1,22,8,3,2
1,13.0434302,77.6083468,2,0,5,14,1,18,10,3,2
1,13.0460978,77.5652014,14,0,9,15,1,32,19,3,2
0,12.97888794,77.59952643,10,0,5,5,1,11,2,3,2
1,13.0458026,77.5066638,6,0,5,19,1,8,20,3,2
1,12.8779683,77.6468617,14,0,2,7,1,13,20,3,2
1,12.9663203,77.6067507,14,0,5,10,1,1,20,3,2
1,13.0497262,77.5925855,14,0,6,2,1,32,21,3,2
1,12.9455071,77.5280189,14,1,1,16,1,6,5,3,2
1,12.9358567,77.6074868,14,0,1,11,0,37,7,3,2
1,12.9525136,77.5414564,14,0,1,10,1,6,20,3,2
1,13.038477,77.6254178,14,0,5,6,1,27,20,3,2
1,12.8778777,77.6459877,14,0,2,7,1,21,20,3,2
1,12.959984,77.5719862,2,0,5,11,0,48,1,1,2
1,13.0065695,77.5785283,14,0,2,11,0,43,0,1,2
1,12.9387798,77.7473658,3,0,5,11,0,50,22,3,2
1,13.0126147,77.6258667,14,0,5,0,1,3,23,3,2
1,12.9900947,77.5035716,6,0,5,9,1,30,0,1,2
1,13.0359683,77.5892831,6,0,5,2,1,18,2,1,2
1,13.0359622,77.5892993,6,0,5,2,1,18,2,1,2
1,13.03203291,77.53807068,9,0,5,19,1,53,0,1,2
1,13.0103336,77.697394,16,0,5,11,0,28,1,1,2
1,13.0683114,77.5927336,14,0,9,3,1,32,2,1,2
0,12.90407078,77.47050641,15,1,5,10,1,31,22,3,3
1,13.012515,77.55441,11,0,5,21,1,36,5,1,2
1,13.0961315,77.5982632,14,0,2,3,1,52,4,1,2
1,12.9067999,77.4733536,14,0,3,10,1,31,3,1,2
1,12.9209377,77.6646998,14,0,1,12,1,5,7,1,2
1,13.0394949,77.5188449,14,0,2,19,1,39,3,1,2
1,12.9659918,77.6172264,14,0,4,11,0,16,6,1,2
0,12.90123929,77.46726094,15,1,5,10,1,31,22,3,3
1,13.0034417,77.5840917,14,0,7,2,1,43,6,1,2
0,12.98875447,77.47251828,15,1,5,11,0,30,22,3,3
0,12.98773709,77.55986202,4,1,5,11,0,42,12,5,11
1,12.9277653,77.6205373,7,0,5,8,1,0,19,1,2
1,12.99965,77.67486,14,0,2,13,1,3,20,1,2
1,12.983448,77.7527716,6,0,5,11,0,50,18,1,2
1,13.04013,77.5187098,14,0,1,19,1,39,23,3,3
1,12.9701113,77.5128313,14,0,2,11,0,26,20,1,2
1,13.0079479,77.6923977,13,0,5,11,0,28,19,1,2
1,12.9169884,77.5864023,14,0,8,11,0,24,23,3,3
0,12.9693524,77.7006637,4,0,5,13,1,14,20,1,2
1,12.9780361,77.5844453,6,1,5,11,0,47,23,1,2
1,13.0329723,77.5409064,14,0,4,15,1,53,1,1,3
1,13.0830306,77.594048,14,0,2,3,1,52,20,1,2
1,12.9624901,77.5048062,14,1,1,11,0,26,21,1,2
1,13.0273934,77.5354013,7,0,5,11,0,53,21,1,2
1,12.9121791,77.5996927,13,0,5,1,1,22,21,1,2
1,12.9770639,77.5840232,6,1,5,11,0,17,23,1,2
1,13.0408889,77.6173675,14,0,2,14,1,19,1,5,2
1,12.9813487,77.586468,14,0,7,11,0,20,1,5,2
1,13.010537,77.5066748,14,0,1,11,0,39,1,1,3
1,13.0422785,77.5147766,14,0,1,19,1,39,0,5,2
1,12.9169501,77.5883272,6,0,5,11,0,24,2,1,3
0,13.0113867,77.54519,4,1,5,11,0,42,1,6,3
1,12.9611979,77.558602,14,1,1,10,1,7,2,5,2
1,12.9170026,77.5888015,14,0,5,11,0,24,2,1,3
1,12.967055,77.5883516,14,0,1,10,1,17,1,1,3
1,12.9814448,77.5865738,14,0,7,11,0,20,1,5,2
1,13.0189656,77.5838671,14,0,4,2,1,43,2,5,2
1,13.0413286,77.6226459,14,0,4,6,1,19,4,5,2
1,12.9922698,77.6102106,14,0,4,11,0,40,23,1,2
1,12.9757319,77.5622752,14,0,5,9,1,34,2,5,2
1,13.0406477,77.5176753,14,0,4,19,1,8,1,5,2
1,12.9870361,77.5193546,14,0,1,9,1,30,2,1,3
1,13.0361893,77.5255195,14,0,7,19,1,39,2,5,2
0,13.05688083,77.47401009,15,1,5,11,0,38,22,3,3
1,12.8925839,77.5999375,14,0,2,1,1,37,3,1,3
1,12.9895592,77.5017408,7,0,5,9,1,30,4,1,3
0,13.05526533,77.47825398,15,1,5,11,0,38,22,3,3
1,13.029682,77.5381588,14,0,1,19,1,53,5,5,2
1,12.9612139,77.5589235,14,0,4,10,1,7,4,5,2
0,12.90123143,77.46735197,15,1,5,10,1,31,22,3,3
1,12.9684489,77.7013454,14,0,1,13,1,14,4,1,3
0,13.0670028,77.6517305,4,0,5,11,0,19,6,5,2
1,13.0299433,77.5631657,13,0,5,11,0,43,6,5,2
1,13.0242951,77.6437549,14,0,6,14,1,19,5,5,2
1,13.0451595,77.5079599,14,0,7,19,1,8,4,5,2
1,13.0451918,77.5080196,14,0,7,19,1,8,4,5,2
1,13.0467948,77.5037252,14,0,9,11,0,8,4,5,2
1,12.9689732,77.5875001,14,0,7,10,1,17,5,5,2
1,13.041398,77.6223102,3,0,5,6,1,19,5,5,2
1,12.9900222,77.5994434,14,0,1,11,0,45,7,1,3
1,12.997975,77.553098,14,0,3,21,1,42,8,5,2
1,13.0956139,77.5977404,14,0,6,3,1,52,7,1,3
1,13.0389423,77.5198575,14,0,1,19,1,39,9,1,3
0,12.9603835,77.5627726,8,0,5,10,1,7,7,1,3
1,13.0074068,77.6894547,14,0,5,11,0,28,8,5,2
1,12.9900222,77.5994434,14,0,1,11,0,45,7,1,3
1,13.0298692,77.5868639,2,0,5,2,1,32,8,1,3
1,12.9556017,77.5456522,2,1,5,10,1,6,10,5,2
1,13.096255,77.600185,4,0,5,3,1,52,19,5,1
1,12.9759979,77.5877267,14,0,1,11,0,11,5,5,2
1,13.0452516,77.5807066,3,0,5,15,1,32,6,5,2
1,13.034193,77.5299535,14,0,1,19,1,53,8,5,2
1,12.9470254,77.5316674,14,0,3,16,1,6,8,5,2
1,13.0353033,77.52756,14,0,2,19,1,39,11,5,2
1,13.0829633,77.59313,14,0,2,3,1,52,12,5,2
1,13.0357761,77.5311057,14,0,2,19,1,53,7,5,2
1,13.0074068,77.6894547,14,0,5,11,0,28,8,5,2
1,12.9284472,77.6000362,14,0,6,1,1,24,20,1,3
1,13.0467206,77.5917186,14,1,8,2,1,32,19,5,2
1,12.935647,77.6933481,14,0,2,12,1,14,17,5,2
1,13.0460337,77.5049771,14,0,3,19,1,39,18,1,3
1,12.9283986,77.5999618,14,0,6,1,1,24,20,1,3
1,13.0081053,77.6956329,14,0,6,11,0,28,18,5,2
1,13.0091574,77.6622936,2,0,5,14,1,3,20,5,2
0,12.9721302,77.6070396,4,0,5,18,1,1,19,5,2
1,12.9888515,77.5084027,14,0,9,9,1,30,20,1,3
1,13.1173777,77.5777874,4,0,5,11,0,52,21,5,2
1,13.11539,77.6071067,14,0,8,3,1,52,18,5,2
1,12.9433634,77.5778127,2,0,5,11,0,4,21,5,2
0,12.9694819,77.7006441,4,0,5,13,1,14,20,5,2
1,12.9434044,77.5778786,2,0,5,11,0,4,21,5,2
1,12.9880117,77.5098991,14,0,2,9,1,30,20,5,2
1,13.0193245,77.5529483,14,0,1,19,1,53,23,5,2
1,12.9587208,77.5931516,14,0,4,11,0,17,22,5,2
1,13.0382283,77.626245,3,0,5,6,1,19,19,5,2
0,12.9255592,77.6087154,4,0,5,11,0,37,20,5,2
1,12.9853022,77.6436693,14,0,2,18,1,3,20,5,2
0,12.9695714,77.700534,4,0,5,13,1,14,21,1,3
1,12.9959395,77.5959461,16,0,5,11,0,41,21,1,3
1,13.1029761,77.5856628,7,0,5,11,0,52,21,1,3
1,13.1028933,77.5855267,7,0,5,11,0,52,21,1,3
1,13.025746,77.5210641,6,0,5,11,0,39,23,5,2
0,12.9360068,77.7070682,8,0,5,11,0,14,23,5,2
1,12.9795816,77.5819175,6,0,5,11,0,47,0,6,2
1,13.0474691,77.5723147,14,0,2,15,1,32,22,1,3
1,12.9618689,77.596462,6,0,5,10,1,1,0,6,2
1,13.0369084,77.5894315,14,0,2,2,1,18,20,1,3
1,12.984991,77.5722494,6,0,5,11,0,44,1,6,2
1,13.0369092,77.5894681,14,0,2,2,1,18,20,1,3
1,13.0310562,77.5405823,14,0,2,19,1,53,20,1,3
1,12.9543416,77.6804399,4,0,5,17,1,14,2,6,2
1,13.0410583,77.622995,14,0,4,6,1,19,0,6,2
1,12.9665342,77.5050712,14,0,4,11,0,26,3,6,2
1,13.0036663,77.6171413,2,0,5,0,1,40,1,6,2
1,13.0460949,77.6022145,14,0,7,14,1,18,3,6,2
1,13.0803194,77.5925547,14,0,4,3,1,52,23,5,2
1,12.9680242,77.6003686,14,0,7,10,1,11,23,5,2
1,13.0368728,77.5892809,14,0,2,2,1,32,0,6,2
1,12.9378809,77.5211092,14,0,1,10,1,6,4,6,2
1,12.989572,77.5016956,11,0,5,9,1,30,22,1,3
1,12.9665079,77.5871803,14,0,7,10,1,17,1,6,2
1,12.95932396,77.65444326,14,0,1,17,1,25,1,6,2
1,12.9663931,77.5871595,2,0,5,10,1,17,3,6,2
1,12.9680089,77.6004777,14,0,7,10,1,1,5,6,2
1,12.9393156,77.6355349,6,0,5,8,1,1,22,1,3
1,12.9375353,77.5208464,14,0,4,10,1,6,20,1,3
1,12.9982847,77.6722483,14,0,3,11,0,3,0,5,3
1,12.9752471,77.5706111,14,0,8,11,0,7,21,1,3
1,12.93753,77.6274494,14,0,5,8,1,0,0,5,3
1,12.9715101,77.5684949,13,0,5,11,0,7,23,1,3
1,13.0655698,77.4533063,14,0,4,11,0,38,20,1,3
1,12.9688585,77.5901555,14,0,5,10,1,17,21,1,3
1,12.9703792,77.6066712,14,0,1,10,1,1,6,6,2
1,12.9211004,77.6003174,14,0,4,1,1,37,1,5,3
1,12.8602848,77.5902661,7,0,5,1,1,21,6,6,2
1,12.9768056,77.5856935,14,0,1,11,0,17,7,6,2
1,12.9723745,77.5866446,14,0,1,11,0,17,6,6,2
1,13.1036169,77.6005732,14,0,1,3,1,52,2,5,3
1,12.9101768,77.6271689,14,0,9,7,1,15,5,6,2
1,12.9388153,77.6191067,14,0,1,11,0,0,4,6,2
1,13.0220829,77.5632262,14,0,1,11,0,43,4,6,2
1,13.0448569,77.581621,3,0,5,15,1,32,4,6,2
1,12.9570961,77.5742402,14,0,1,11,0,48,5,6,2
1,13.0292785,77.5396722,14,0,7,19,1,53,7,6,2
1,13.0189097,77.5838452,14,0,0,2,1,43,2,5,3
1,13.0694166,77.4455675,6,0,5,11,0,38,12,6,2
1,12.8570928,77.5889739,14,0,1,1,1,21,8,6,2
1,13.0079374,77.5487917,14,1,4,21,1,36,7,6,2
1,12.9875536,77.4751319,14,0,6,11,0,30,3,5,3
1,13.001201,77.5840085,14,0,9,2,1,43,9,6,2
1,13.0084486,77.6946979,14,0,4,11,0,28,10,6,2
1,13.1340883,77.616595,14,0,6,3,1,52,18,6,2
1,12.92118559,77.62042489,14,0,4,7,1,33,19,6,2
1,13.0778533,77.4301137,2,0,5,11,0,38,18,6,2
1,12.9651411,77.5980377,14,0,4,10,1,1,7,6,2
1,12.9636801,77.5843185,14,0,1,10,1,17,6,6,2
1,12.9386121,77.7473707,14,0,2,11,0,50,2,5,3
1,12.9025054,77.6316334,14,0,4,7,1,15,20,6,2
1,13.048064,77.5004272,14,0,4,11,0,8,2,5,3
1,13.0466837,77.5019219,14,0,5,11,0,39,20,6,2
0,12.9696034,77.7005489,4,0,5,13,1,14,20,6,2
1,12.8785233,77.6096717,7,0,5,11,0,21,21,6,2
1,12.92115128,77.62051642,14,0,6,7,1,33,21,6,2
1,13.0160987,77.562282,14,0,4,19,1,53,21,6,2
1,13.1188317,77.577265,4,0,5,11,0,52,20,6,2
1,12.9900352,77.5929919,14,0,1,11,0,20,1,5,3
1,13.0414005,77.6226506,6,0,5,6,1,19,21,6,2
1,13.0567366,77.5467281,14,0,4,11,0,23,4,5,3
1,12.9853023,77.6435876,14,0,4,18,1,3,19,6,2
1,12.9520767,77.540499,14,0,3,10,1,6,21,6,2
1,12.9884265,77.6894444,14,0,1,13,1,35,22,6,2
1,12.9939612,77.5957973,14,0,1,11,0,20,22,6,2
1,13.016978,77.6295862,13,0,5,0,1,3,23,6,2
1,13.0264,77.544019,14,0,1,19,1,53,22,6,2
1,12.9174564,77.5802737,14,0,1,11,0,24,21,6,2
1,12.9171847,77.5817486,14,0,1,11,0,24,21,6,2
1,13.0078569,77.662523,14,0,4,14,1,3,18,6,2
1,12.964707,77.5727963,14,0,1,10,1,7,21,6,2
1,12.9619885,77.5843182,14,1,5,10,1,17,4,5,3
1,12.9878367,77.5128914,14,0,2,9,1,30,20,6,2
1,12.9762198,77.5645931,14,0,1,9,1,34,21,6,2
1,13.0437161,77.6019219,14,0,4,14,1,18,3,5,3
1,12.9999193,77.583985,6,0,5,2,1,43,5,5,3
1,12.9594917,77.6529369,14,0,4,17,1,25,5,5,3
0,13.0443032,77.5819616,4,0,5,15,1,32,5,5,3
1,12.9519749,77.5158928,14,0,2,11,0,26,5,5,3
1,13.0576081,77.5464455,14,0,1,11,0,23,23,6,2
1,13.0188053,77.553156,14,0,1,19,1,53,23,6,2
1,13.0186835,77.5575717,16,0,5,19,1,53,0,4,2
1,12.9667558,77.5875476,14,0,5,10,1,17,0,4,2
1,13.0209048,77.5286592,14,0,7,11,0,42,1,4,2
1,13.0023819,77.6160362,11,0,5,11,0,40,2,4,2
1,13.1067566,77.6006731,2,0,5,3,1,52,2,4,2
1,12.9235986,77.5803287,14,0,6,11,0,24,2,4,2
1,13.0209014,77.5287807,6,0,5,11,0,42,2,4,2
1,12.9893938,77.506206,14,0,1,9,1,30,3,5,3
1,13.0413212,77.6224065,3,0,5,6,1,19,4,5,3
1,12.9169898,77.5968145,14,0,7,1,1,24,6,5,3
1,12.9129912,77.5667494,14,0,2,16,1,29,5,5,3
1,13.021709,77.5519174,14,0,4,19,1,53,6,5,3
1,13.0491879,77.4962055,14,0,3,11,0,8,5,5,3
1,12.9255742,77.6174592,14,0,3,7,1,33,5,4,2
1,12.9844596,77.6412874,14,0,5,18,1,25,4,4,2
1,12.8972718,77.5999018,14,0,6,1,1,22,1,4,2
0,12.9019622,77.6011975,8,0,5,1,1,37,5,4,2
1,12.95566159,77.72065301,14,0,1,20,1,50,5,4,2
1,13.0445101,77.5828738,3,0,5,15,1,32,4,4,2
1,13.04144,77.6222532,3,0,5,6,1,19,4,4,2
1,12.9736801,77.6109701,14,0,4,18,1,1,6,5,3
1,12.9669106,77.5680574,14,0,1,11,0,7,6,5,3
1,13.0020899,77.5839781,14,0,1,2,1,43,6,5,3
1,12.8862945,77.6409252,14,0,6,7,1,21,6,5,3
1,12.9225247,77.6194594,14,0,1,7,1,33,5,4,2
1,12.92108,77.5734531,14,0,1,11,0,2,6,4,2
1,13.0141472,77.5704446,14,0,1,11,0,43,7,4,2
1,13.0288605,77.54001,14,0,2,19,1,53,10,5,3
0,12.91427815,77.61741195,4,1,5,11,0,37,23,0,2
0,12.9567539,77.7013119,4,1,5,20,1,14,11,5,3
1,12.9575137,77.5522652,14,0,2,10,1,7,19,5,3
1,13.147734,77.6187076,14,0,5,3,1,9,8,4,2
1,12.9877075,77.5502777,14,0,3,21,1,42,7,4,2
1,12.929445,77.5628717,14,0,2,11,0,2,6,4,2
1,12.9541423,77.5436141,14,0,3,10,1,6,9,4,2
1,12.9707357,77.6198667,14,0,1,18,1,16,6,4,2
1,12.9480623,77.5985345,14,0,1,11,0,51,8,4,2
1,12.9520172,77.544036,6,0,5,10,1,6,9,4,2
1,12.9216369,77.6214779,14,0,1,7,1,33,7,4,2
1,13.01898142,77.65531138,14,0,2,14,1,3,19,5,3
1,13.0360276,77.5892476,14,0,6,2,1,32,19,5,3
1,13.0438244,77.55628,14,0,4,15,1,23,20,5,3
1,13.0289783,77.540115,14,0,2,19,1,53,10,4,2
1,13.1198,77.576805,6,0,5,11,0,52,20,4,2
1,13.2572966,77.7126622,14,0,2,11,0,12,19,4,2
1,13.0251258,77.5852107,2,0,5,2,1,32,20,4,2
1,13.003189,77.680613,2,0,5,13,1,28,18,4,2
1,12.9316347,77.6889171,14,0,9,12,1,14,18,5,3
1,12.9255403,77.6175176,14,0,5,7,1,33,20,5,3
0,12.9695804,77.7005848,4,0,5,13,1,14,20,5,3
1,12.9803302,77.5719733,6,0,5,11,0,44,21,5,3
1,12.9812197,77.5704953,14,0,2,11,0,44,18,5,3
1,12.981241,77.5705792,14,0,2,11,0,44,18,5,3
1,12.9826166,77.569553,14,0,3,11,0,44,20,5,3
1,12.9047523,77.5857161,14,0,6,16,1,22,20,4,2
1,12.9765795,77.611037,14,0,1,18,1,45,20,4,2
1,12.9823051,77.5644614,14,0,3,11,0,44,19,4,2
1,12.9822785,77.5644264,14,0,3,11,0,34,19,4,2
0,13.0162183,77.7092396,8,1,5,11,0,28,21,5,3
1,12.9830361,77.5972224,6,0,5,5,1,45,23,4,2
1,12.9982796,77.6718061,14,0,5,11,0,3,19,4,2
1,13.1037653,77.6013994,11,0,5,3,1,52,0,0,3
1,12.9681289,77.7017436,6,0,5,13,1,14,22,5,3
1,12.9275467,77.621335,7,0,5,8,1,0,22,5,3
1,12.9981229,77.552898,14,0,6,21,1,42,20,5,3
1,12.9389553,77.6945893,14,0,1,12,1,14,22,5,3
1,12.95438293,77.54231192,14,0,7,10,1,6,21,5,3
1,12.9720969,77.5867421,13,0,5,11,0,17,22,5,3
1,12.9383509,77.6945235,14,0,1,12,1,14,22,5,3
1,12.9758911,77.5644235,14,0,1,9,1,34,20,5,3
1,12.9126457,77.6255959,14,0,1,7,1,15,23,4,2
1,12.9887505,77.4724214,14,0,1,11,0,30,0,0,3
1,13.0438281,77.5540167,14,0,1,15,1,23,0,0,3
1,12.9377625,77.5850333,14,0,1,11,0,51,20,5,3
1,12.8399445,77.6769171,14,0,1,11,0,13,23,5,3
1,13.15527,77.6224983,14,0,2,3,1,9,1,0,3
1,13.032588,77.5334587,14,0,4,19,1,53,3,0,3
1,12.935682,77.5127897,14,0,4,10,1,26,0,0,3
1,12.9695483,77.7531717,14,0,7,11,0,50,1,0,3
1,12.9207023,77.5802074,7,0,5,11,0,24,0,6,3
1,12.9684836,77.5874438,14,0,1,10,1,17,1,6,3
1,12.9971793,77.5957187,14,0,1,11,0,41,23,5,3
1,12.9648556,77.5860566,14,0,4,10,1,17,1,6,3
1,12.997643,77.5695705,14,0,1,11,0,36,1,0,3
1,12.9227833,77.6003476,14,0,2,1,1,37,1,0,3
1,12.9209907,77.6663196,14,0,2,12,1,5,2,6,3
1,13.0561108,77.632872,8,0,5,6,1,19,1,6,3
1,12.916946,77.5871065,14,0,1,11,0,24,4,0,3
1,12.9559471,77.7290451,6,0,5,20,1,50,5,0,3
1,13.0622879,77.6333968,14,0,2,6,1,19,5,0,3
1,12.9250715,77.6375839,13,0,5,11,0,0,3,6,3
1,12.9879187,77.5741471,14,0,1,11,0,44,7,0,3
1,13.0410972,77.6169798,14,0,1,14,1,19,6,0,3
1,13.0041989,77.6629544,6,0,5,14,1,3,8,0,3
1,13.0413173,77.6214906,3,0,5,6,1,19,4,0,3
1,13.0469513,77.5010307,14,0,4,11,0,39,7,0,3
1,12.9896925,77.5019422,8,0,5,9,1,30,6,0,3
1,12.9775143,77.608447,14,0,7,18,1,45,9,0,3
1,13.08313,77.5938833,14,0,7,3,1,52,10,0,3
1,12.96044159,77.64359885,14,1,5,17,1,25,12,0,3
1,13.044388,77.5830485,3,0,5,15,1,32,4,0,3
1,13.0166922,77.6606649,14,0,2,14,1,3,4,0,3
1,12.96035278,77.64401022,2,0,5,17,1,25,13,0,3
1,13.0445894,77.582909,3,0,5,15,1,32,4,6,3
1,12.9673232,77.7493808,14,0,2,11,0,50,11,0,3
1,12.9250539,77.6180915,14,0,8,7,1,33,19,0,3
1,13.0334217,77.5890136,14,0,7,2,1,18,5,6,3
1,12.9014646,77.6323309,14,0,4,7,1,15,20,0,3
1,12.9664716,77.5949491,14,0,9,10,1,17,4,6,3
1,12.9970068,77.5502223,7,0,5,21,1,49,5,6,3
1,13.0316423,77.6307164,14,0,2,14,1,19,20,0,3
1,12.9970695,77.5502774,7,0,5,21,1,49,5,6,3
1,12.9655901,77.6195322,14,0,1,11,0,16,21,0,3
1,12.9225895,77.6192286,6,0,5,7,1,33,20,0,3
1,12.96941313,77.70096937,4,0,5,13,1,14,21,0,3
1,13.0298298,77.5386426,13,0,5,19,1,53,5,6,3
1,13.0248346,77.5824579,4,1,5,2,1,32,21,0,3
1,13.01658,77.5565783,14,0,2,19,1,53,3,6,3
1,13.1904705,77.6456599,14,0,4,3,1,9,5,6,3
1,13.1501366,77.6196567,7,0,5,3,1,9,5,6,3
1,13.0405183,77.5443817,14,0,7,15,1,23,22,0,3
1,13.0145783,77.5850567,14,1,4,2,1,41,21,0,3
1,12.9062581,77.5733253,14,0,3,16,1,22,3,6,3
1,13.0503119,77.5929248,14,0,5,2,1,32,5,6,3
0,12.9695205,77.7005879,4,0,5,13,1,14,2,2,3
1,12.9528879,77.5410156,14,0,1,10,1,6,2,2,3
1,13.0673117,77.4496254,14,0,9,11,0,38,0,2,3
1,13.0343959,77.5303187,14,0,1,19,1,53,23,0,3
1,12.984355,77.5539533,14,0,1,11,0,42,23,0,3
1,12.9768265,77.5983612,13,1,5,5,1,11,2,2,3
1,12.9861017,77.6457067,14,0,2,18,1,3,2,2,3
1,12.9929454,77.5952517,14,0,5,11,0,20,3,2,3
1,13.0712314,77.4423253,14,0,9,11,0,38,0,2,3
1,12.9080608,77.6924291,14,0,5,11,0,5,0,2,3
1,13.0412733,77.6152267,6,0,5,14,1,19,6,6,3
1,13.1033967,77.60037,2,0,5,3,1,52,5,6,3
1,12.9743412,77.549272,14,0,5,21,1,34,5,2,3
1,12.9898458,77.5026764,14,0,4,9,1,30,4,2,3
1,12.9687152,77.7011103,14,0,6,13,1,14,6,6,3
1,13.0723917,77.5927483,14,0,7,3,1,52,4,2,3
1,12.9609423,77.6382014,14,0,0,17,1,16,3,2,3
0,12.964045,77.5882867,4,0,5,10,1,17,5,2,3
1,12.9612975,77.5335061,6,0,5,21,1,49,7,6,3
1,12.9613042,77.533498,6,0,5,21,1,49,7,6,3
1,13.0101317,77.7002983,13,0,5,11,0,28,4,2,3
1,12.9668653,77.5051417,14,0,1,11,0,26,4,2,3
1,13.0413309,77.6224083,3,0,5,6,1,19,4,2,3
1,12.9613234,77.533513,6,0,5,21,1,49,7,6,3
1,12.9763157,77.5990705,14,0,1,18,1,11,5,2,3
1,13.0088816,77.6964241,11,0,5,11,0,28,6,2,3
1,12.9274715,77.6211811,7,0,5,8,1,0,5,2,3
1,12.9832471,77.5960489,7,0,5,5,1,11,7,6,3
1,12.9832244,77.5960152,7,0,5,5,1,11,7,6,3
1,12.989118,77.5082493,14,0,4,9,1,30,8,6,3
1,12.9933993,77.5742441,14,0,1,11,0,44,5,2,3
1,12.9752109,77.5869675,14,0,7,11,0,17,6,2,3
1,13.109253,77.6039911,14,0,5,3,1,52,7,2,3
0,12.9608586,77.7477127,4,0,5,11,0,50,12,6,3
0,12.98425609,77.58240759,4,1,5,11,0,20,12,6,3
1,13.0199222,77.5345337,2,0,5,11,0,42,9,2,3
1,13.0445014,77.5829582,3,0,5,15,1,32,6,2,3
1,13.1102841,77.5802353,14,0,6,11,0,52,6,2,3
1,13.177818,77.6368573,14,0,2,3,1,9,8,2,3
1,12.9694637,77.700664,4,0,5,13,1,14,19,2,3
1,12.9774011,77.6269206,14,0,9,18,1,16,18,2,3
1,12.9697236,77.7005968,6,0,5,13,1,14,19,2,3
1,13.0508036,77.4912695,14,0,2,11,0,38,19,2,3
1,12.94750702,77.53336802,6,0,5,10,1,6,18,2,3
1,13.0586995,77.4680397,14,0,4,11,0,38,20,2,3
1,12.9260949,77.676568,14,0,4,12,1,5,18,6,3
1,12.987823,77.512435,14,0,6,9,1,30,21,2,3
1,12.9566617,77.5495833,14,0,7,10,1,6,19,6,3
1,12.9973228,77.6641514,2,0,5,14,1,3,19,6,3
1,12.9842805,77.6416475,14,0,5,18,1,25,18,2,3
1,13.0427284,77.5979712,14,0,5,14,1,18,20,2,3
1,12.9600092,77.556583,14,0,6,10,1,7,21,2,3
1,13.0119491,77.5293045,14,0,9,11,0,42,19,2,3
1,12.9601813,77.5564813,14,0,6,10,1,7,19,2,3
1,13.078493,77.4281944,3,0,5,11,0,38,20,2,3
1,13.177835,77.6368417,14,0,2,3,1,9,20,2,3
1,12.9244288,77.5803387,4,0,5,11,0,24,22,2,3
1,12.87043927,77.65311466,14,0,1,7,1,13,23,2,3
